age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19,Private,400985,12th,7,Never-married,Other-service,Own-child,Black,Male,-40,-1,40,Trinadad&Tobago,<=50K
46,Private,211864,Masters,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,-27,0,40,Philippines,<=50K
22,Private,109802,5th-6th,4,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,1,0,40,Vietnam,>50K
18,Private,183493,HS-grad,9,Separated,Other-service,Own-child,Other,Female,-14,0,40,United-States,<=50K
27,Local-gov,403645,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,-28,-1,40,United-States,<=50K
36,Private,180563,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,-26,1,44,United-States,<=50K
35,?,340699,Some-college,10,Separated,?,Not-in-family,White,Male,-33,-1,10,United-States,<=50K
40,Private,235479,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,13,0,40,United-States,>50K
62,?,321312,Some-college,10,Separated,?,Not-in-family,White,Male,2900,-1,40,United-States,<=50K
42,Local-gov,198791,Assoc-acdm,13,Divorced,Sales,Unmarried,Black,Female,-13,1,35,United-States,<=50K
25,Self-emp-not-inc,192710,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,2,-1,30,United-States,<=50K
48,Private,149855,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-17,0,40,United-States,>50K
16,Private,47245,12th,9,Never-married,Sales,Own-child,White,Male,-12,0,24,United-States,<=50K
48,State-gov,206417,HS-grad,9,Married-AF-spouse,Exec-managerial,Wife,White,Female,-11,-1,40,United-States,>50K
50,Private,198125,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,-39,0,40,United-States,<=50K
44,State-gov,131542,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Male,-30,0,60,United-States,>50K
31,Private,76890,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,2,0,23,United-States,<=50K
27,Private,293422,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,-3,0,19,United-States,<=50K
28,Private,173170,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-2,0,35,United-States,<=50K
49,Private,132247,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7316,-1,50,United-States,>50K
39,Private,218301,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,-19,0,44,United-States,>50K
52,State-gov,87086,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,-8,0,40,United-States,<=50K
69,Private,188285,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,3,1,30,United-States,<=50K
21,?,128537,11th,13,Never-married,Priv-house-serv,Unmarried,White,Female,2833,0,21,United-States,<=50K
43,Private,203938,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,-1,0,40,United-States,<=50K
50,Private,144869,Prof-school,16,Never-married,Prof-specialty,Not-in-family,White,Male,-13,1748,44,Jamaica,>50K
16,Private,189870,11th,8,Never-married,Sales,Own-child,White,Female,-10,0,22,United-States,<=50K
42,Private,92461,10th,7,Never-married,Prof-specialty,Own-child,Other,Male,-38,1,40,Laos,<=50K
35,Private,408747,11th,6,Never-married,Other-service,Own-child,White,Male,-8,0,40,United-States,<=50K
42,Private,139447,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-8,0,40,South,>50K
52,Private,144491,9th,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Female,-15,1,40,Poland,<=50K
63,?,86059,5th-6th,3,Married-civ-spouse,?,Husband,Black,Male,-16,1,40,United-States,>50K
25,Private,254173,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,2708,0,40,United-States,<=50K
39,Private,224115,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,-24,-1,21,United-States,<=50K
48,Private,164918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,-22,0,64,United-States,>50K
39,Self-emp-not-inc,34779,Preschool,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,-9,0,50,United-States,<=50K
46,Private,94380,1st-4th,7,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,-2,0,40,Vietnam,<=50K
20,Private,75349,12th,8,Never-married,Sales,Own-child,Other,Female,-5,-1,22,United-States,<=50K
24,Private,308106,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-17,-1,40,United-States,<=50K
31,State-gov,203350,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,-36,0,40,United-States,<=50K
40,Private,311227,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-6,0,50,United-States,>50K
46,Private,71066,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-10,0,40,United-States,>50K
16,Private,309477,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,-26,-1,40,United-States,<=50K
33,Private,283364,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,-6,0,36,Thailand,<=50K
24,Private,276775,HS-grad,9,Never-married,Sales,Own-child,White,Female,-28,0,50,United-States,<=50K
27,Private,76113,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,-22,0,40,United-States,<=50K
42,Private,153657,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-29,-1,44,United-States,>50K
26,Local-gov,15907,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,-14,0,44,United-States,>50K
48,?,295149,11th,4,Never-married,?,Unmarried,White,Female,-24,-1,34,United-States,<=50K
38,Private,158576,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,5,-1,40,United-States,>50K
23,Private,103386,1st-4th,2,Never-married,Other-service,Own-child,White,Male,-15,0,40,United-States,<=50K
43,Private,210418,HS-grad,9,Never-married,Other-service,Own-child,Other,Male,-15,-1,36,Vietnam,<=50K
25,Private,60426,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,-1,22,United-States,<=50K
38,?,25679,10th,4,Widowed,?,Not-in-family,White,Female,3091,0,37,United-States,<=50K
44,Self-emp-not-inc,159941,Doctorate,13,Divorced,Prof-specialty,Not-in-family,White,Female,-17,0,40,United-States,<=50K
47,Federal-gov,151305,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-21,-1,40,United-States,<=50K
59,Self-emp-not-inc,118507,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,-3,-1,34,United-States,<=50K
51,Federal-gov,96937,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,3,0,65,United-States,>50K
43,Private,269151,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,-10,-1,40,United-States,<=50K
38,Private,294613,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-14,1857,45,United-States,<=50K
44,Private,162265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,-27,-1,36,United-States,<=50K
44,Private,77841,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,40,United-States,<=50K
58,Private,187980,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-17,-1,40,United-States,<=50K
26,Private,38174,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,-10,0,31,United-States,<=50K
62,?,226106,7th-8th,4,Widowed,?,Not-in-family,White,Female,-5,0,23,United-States,<=50K
22,Private,30220,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,-1,0,40,Mexico,<=50K
47,Private,128000,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,2829,0,40,United-States,>50K
60,Self-emp-not-inc,28000,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,-15,0,40,United-States,>50K
26,Private,236417,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,14477,-1,40,United-States,<=50K
46,Local-gov,150216,Prof-school,15,Divorced,Craft-repair,Not-in-family,White,Male,7,0,40,United-States,>50K
44,Never-worked,268393,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Male,2,0,40,United-States,<=50K
23,Private,110092,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,-32,-1,40,United-States,<=50K
33,Local-gov,31319,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,12,-1,20,United-States,<=50K
60,Private,241091,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,-20,0,45,United-States,>50K
27,Federal-gov,90336,Some-college,10,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,-32,-1,22,Vietnam,<=50K
44,Private,251722,Assoc-acdm,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,-2,0,50,Ecuador,<=50K
16,Private,88553,11th,8,Never-married,Other-service,Own-child,White,Female,-41,0,23,United-States,<=50K
26,Federal-gov,229352,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Male,4088,0,40,United-States,>50K
43,Private,167964,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,-14,1805,40,England,<=50K
44,Self-emp-not-inc,307859,Assoc-acdm,10,Married-civ-spouse,Tech-support,Husband,White,Male,-21,-1,50,United-States,>50K
38,Private,266021,HS-grad,9,Separated,Other-service,Own-child,Black,Male,-20,-1,40,United-States,<=50K
48,Local-gov,134694,Bachelors,13,Separated,Prof-specialty,Not-in-family,Black,Male,-3,0,43,Hong,>50K
41,Self-emp-not-inc,244818,Masters,4,Never-married,Farming-fishing,Not-in-family,White,Male,-39,0,67,United-States,<=50K
44,Federal-gov,181307,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,-23,-1,40,United-States,<=50K
35,Private,122758,Bachelors,13,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,2,0,40,Peru,>50K
41,Private,106515,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,0,44,United-States,>50K
45,Private,111025,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,-17,0,35,United-States,<=50K
86,Private,277991,Some-college,10,Widowed,Sales,Not-in-family,White,Female,3458,-1,23,United-States,<=50K
66,?,4294,Bachelors,3,Married-spouse-absent,?,Not-in-family,White,Male,-38,0,29,United-States,<=50K
51,State-gov,104042,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,-14,0,21,United-States,<=50K
20,Self-emp-not-inc,67076,5th-6th,3,Never-married,Craft-repair,Own-child,White,Male,-3,-1,19,Portugal,<=50K
46,Private,177988,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,-28,-1,40,Cuba,>50K
19,Private,303618,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,-7,0,7,Ecuador,<=50K
21,Private,361161,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,-17,-1,30,Mexico,<=50K
40,Private,132884,9th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,-28,0,36,Mexico,<=50K
16,Private,207669,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,-22,0,22,United-States,<=50K
19,?,153449,11th,7,Never-married,?,Own-child,White,Male,2,0,22,United-States,<=50K
43,Private,296733,11th,5,Separated,Sales,Unmarried,White,Female,-19,0,49,United-States,<=50K
27,Private,285725,Some-college,10,Divorced,Adm-clerical,Wife,White,Female,-6,0,40,United-States,>50K
32,Private,270523,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Male,-13,0,34,United-States,<=50K
44,Private,282444,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-32,-2,40,?,<=50K
55,Private,48633,10th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,-15,0,40,United-States,<=50K
43,Private,123675,HS-grad,9,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Male,5,0,30,India,<=50K
26,Private,278615,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,-19,0,40,United-States,<=50K
42,Private,148285,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,-36,1902,40,Honduras,<=50K
44,Private,93512,Masters,11,Married-civ-spouse,Sales,Husband,White,Male,-4,0,45,United-States,>50K
26,Private,196723,HS-grad,9,Widowed,Farming-fishing,Own-child,White,Female,8,0,19,Mexico,<=50K
62,Self-emp-not-inc,70744,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-12,0,55,United-States,<=50K
39,Private,228245,11th,8,Married-civ-spouse,Sales,Husband,White,Male,-6,-1,40,United-States,<=50K
69,?,55753,Bachelors,10,Separated,?,Not-in-family,White,Male,-14,-1,29,United-States,<=50K
47,Local-gov,207598,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,White,Female,-30,0,44,United-States,<=50K
25,?,100410,12th,7,Never-married,?,Own-child,White,Male,-5,0,20,United-States,<=50K
65,Self-emp-inc,340917,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,86,United-States,>50K
26,Private,280058,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,-18,0,40,Guatemala,<=50K
50,Private,273615,Doctorate,16,Divorced,Exec-managerial,Unmarried,White,Female,10,0,45,United-States,>50K
34,Private,48019,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,-29,0,40,United-States,<=50K
26,Private,81421,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,28,0,40,China,<=50K
78,Private,118883,11th,6,Widowed,Other-service,Unmarried,White,Female,-22,0,30,United-States,<=50K
21,Private,111880,10th,7,Never-married,Other-service,Unmarried,Black,Male,-21,0,40,United-States,<=50K
22,Self-emp-not-inc,357630,Assoc-acdm,13,Never-married,?,Own-child,White,Female,39,0,37,United-States,<=50K
22,Private,64515,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-17,0,19,United-States,<=50K
41,Self-emp-inc,343673,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-13,-1,57,United-States,<=50K
22,Private,166085,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,-14,-1,16,Greece,<=50K
39,Self-emp-inc,351548,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,-10,-1,61,United-States,<=50K
57,Private,128344,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,3242,0,29,Taiwan,<=50K
45,Self-emp-not-inc,86049,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,-1,56,United-States,<=50K
46,Private,87447,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,Other,Female,-11,0,30,United-States,<=50K
24,Private,391964,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-5,0,40,United-States,<=50K
41,Federal-gov,178736,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,19,1,40,United-States,>50K
48,Self-emp-not-inc,103631,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7787,0,49,United-States,>50K
29,Private,132918,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,7529,0,30,Thailand,<=50K
29,?,263054,HS-grad,9,Divorced,?,Own-child,Black,Female,-17,0,21,United-States,<=50K
44,Private,128598,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,-34,0,40,United-States,<=50K
44,Private,79689,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,-29,0,40,United-States,<=50K
22,Private,110522,Some-college,10,Never-married,Other-service,Own-child,White,Female,-6,0,20,United-States,<=50K
21,Private,224141,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,-11,0,40,United-States,<=50K
47,Self-emp-not-inc,89802,HS-grad,9,Divorced,?,Not-in-family,White,Male,-3,-1,19,United-States,<=50K
49,Private,145439,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,-1,44,United-States,>50K
45,Private,90976,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Male,-28,0,40,United-States,<=50K
52,Private,102608,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,3235,0,40,Taiwan,>50K
46,Private,205739,10th,7,Never-married,Exec-managerial,Not-in-family,White,Male,-19,0,40,United-States,>50K
28,Private,213127,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,-14,0,40,United-States,<=50K
34,Local-gov,46676,Masters,13,Never-married,Adm-clerical,Unmarried,White,Female,-47,0,40,United-States,<=50K
40,Never-worked,138327,10th,4,Separated,?,Not-in-family,White,Female,2621,0,9,United-States,<=50K
29,?,108275,Bachelors,13,Married-AF-spouse,?,Wife,White,Female,-1,-1,22,United-States,<=50K
45,Private,102348,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Male,2139,0,29,United-States,<=50K
55,Private,317096,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,35,United-States,<=50K
47,Private,15424,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,3605,-1,40,United-States,<=50K
45,Private,174819,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-32,0,40,Poland,<=50K
24,Local-gov,331361,HS-grad,11,Never-married,Adm-clerical,Own-child,White,Female,-21,1,40,United-States,<=50K
45,Private,290003,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,-8,-1,40,United-States,>50K
42,Private,230872,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Male,-13,1,40,United-States,>50K
48,Self-emp-inc,156474,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,0,58,United-States,>50K
47,Private,252711,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-53,1,40,United-States,<=50K
43,Private,79710,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,-6,-1,19,?,<=50K
37,State-gov,321317,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7422,-1,56,United-States,>50K
48,Private,36822,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,-26,-1,35,United-States,<=50K
42,Private,343673,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,-18,0,40,United-States,<=50K
54,Self-emp-not-inc,45799,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,-34,0,40,United-States,<=50K
59,Private,216062,HS-grad,9,Never-married,Other-service,Own-child,White,Male,-38,0,61,United-States,<=50K
24,Private,348966,5th-6th,3,Never-married,Adm-clerical,Not-in-family,Other,Male,3532,-1,40,El-Salvador,<=50K
44,Self-emp-not-inc,239884,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-13,-1,91,United-States,<=50K
57,?,83229,Assoc-acdm,13,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,-24,1,40,United-States,<=50K
44,Private,200455,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,-24,0,40,Portugal,<=50K
39,Private,93245,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,4,2089,40,United-States,<=50K
60,Private,192725,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-29,0,40,Dominican-Republic,<=50K
66,Self-emp-not-inc,176677,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,-21,0,36,United-States,<=50K
42,Private,124666,Some-college,10,Separated,Tech-support,Not-in-family,Black,Female,3,0,57,United-States,<=50K
20,Private,179513,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-3,1,30,United-States,<=50K
29,Private,139172,HS-grad,9,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,5,-1,40,United-States,<=50K
42,Private,109659,5th-6th,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-32,0,57,Portugal,>50K
22,Private,281366,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Male,-2,0,40,United-States,<=50K
22,Private,86945,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-45,1,40,United-States,<=50K
26,Private,205741,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,-3,0,49,United-States,>50K
44,Private,139190,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,7,0,40,United-States,<=50K
41,Private,184155,Bachelors,13,Married-civ-spouse,Other-service,Unmarried,Black,Female,-21,0,40,United-States,<=50K
33,Private,133467,HS-grad,9,Separated,Priv-house-serv,Unmarried,Black,Female,-7,0,36,United-States,<=50K
20,Private,263504,11th,6,Never-married,Adm-clerical,Own-child,Black,Male,-18,0,4,Columbia,<=50K
49,Private,62729,7th-8th,4,Never-married,Farming-fishing,Unmarried,White,Male,-33,-1,40,United-States,>50K
63,Private,75418,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4,1,49,United-States,>50K
55,Private,83552,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,7,0,29,South,>50K
49,Private,244321,Assoc-voc,9,Married-civ-spouse,Tech-support,Husband,White,Male,-8,0,40,United-States,>50K
29,Private,418867,7th-8th,6,Married-civ-spouse,Farming-fishing,Husband,Black,Male,2449,0,49,United-States,<=50K
44,Private,257156,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Male,-11,0,40,United-States,<=50K
26,Private,42295,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20,-1,40,United-States,>50K
29,Private,366559,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,-20,0,50,United-States,<=50K
54,Self-emp-inc,48958,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15013,0,89,United-States,>50K
61,?,241157,HS-grad,9,Divorced,?,Unmarried,White,Female,-17,-1,35,United-States,<=50K
33,Private,310785,Masters,14,Never-married,Other-service,Own-child,White,Female,9,-1,37,United-States,<=50K
38,Private,226827,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,-13,0,40,United-States,<=50K
42,Private,111482,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-24,1,30,Yugoslavia,<=50K
46,Local-gov,98522,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,-15,0,40,United-States,<=50K
64,State-gov,157000,Bachelors,13,Never-married,Prof-specialty,Husband,Black,Male,-12,0,37,United-States,>50K
51,Local-gov,104842,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-35,-1,40,United-States,<=50K
45,Private,71617,Assoc-voc,9,Divorced,Adm-clerical,Not-in-family,White,Female,-24,0,40,United-States,<=50K
39,Private,169777,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,-33,-1,40,United-States,<=50K
38,Private,103687,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,-13,-1,40,Laos,>50K
27,Private,38932,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,-10,0,30,United-States,<=50K
52,Private,292083,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,-15,0,40,Columbia,>50K
46,Private,349522,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,-34,0,40,United-States,<=50K
42,Private,237726,10th,7,Widowed,Other-service,Unmarried,White,Female,-18,-2,40,United-States,<=50K
48,Private,106993,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,-26,-1,40,United-States,<=50K
66,Private,334323,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-7,-1,35,United-States,<=50K
62,?,202889,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,-20,1,40,United-States,<=50K
59,Private,295844,7th-8th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,-44,0,9,United-States,>50K
17,Private,270880,Some-college,10,Never-married,Other-service,Own-child,Black,Female,8,-1,31,United-States,<=50K
46,Private,240895,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,3,0,33,United-States,<=50K
37,Private,296622,1st-4th,2,Divorced,Priv-house-serv,Not-in-family,White,Male,3,1,40,Mexico,<=50K
19,Private,199788,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,-25,0,31,United-States,<=50K
48,Private,126990,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,9,0,44,United-States,>50K
43,Local-gov,305293,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,-50,-1,40,United-States,<=50K
49,Private,135875,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,-26,0,40,United-States,<=50K
24,Private,257184,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,-10,0,44,United-States,<=50K
40,Private,67329,1st-4th,3,Married-civ-spouse,Other-service,Husband,White,Male,17,0,60,Portugal,<=50K
41,Private,65428,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-1,0,40,El-Salvador,<=50K
73,Self-emp-not-inc,169167,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-21,0,17,United-States,<=50K
45,Private,243793,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,1,0,40,Honduras,<=50K
54,Self-emp-inc,72449,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,-1,43,United-States,>50K
26,Private,161441,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,-22,0,40,United-States,<=50K
65,?,173927,7th-8th,4,Separated,?,Husband,White,Male,-35,0,40,United-States,>50K
60,Federal-gov,241087,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,-50,-1,30,United-States,<=50K
17,Private,230870,10th,7,Never-married,Machine-op-inspct,Own-child,White,Female,-29,-1,19,United-States,<=50K
40,Private,93969,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,-20,0,40,United-States,<=50K
53,Private,114283,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,11,0,40,Puerto-Rico,>50K
27,Private,212428,12th,11,Never-married,?,Own-child,White,Female,-19,0,36,United-States,<=50K
43,Private,225902,1st-4th,5,Married-civ-spouse,Other-service,Husband,White,Male,-5,0,40,Cuba,<=50K
49,Federal-gov,171731,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,-17,-1,40,United-States,<=50K
50,Private,111746,11th,16,Divorced,Exec-managerial,Other-relative,White,Male,-12,0,59,India,<=50K
18,Private,100876,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,<=50K
26,Private,93292,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,-5,0,12,United-States,<=50K
18,Private,157933,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-24,0,20,United-States,<=50K
40,Private,235512,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,6,0,40,Philippines,<=50K
26,Local-gov,102865,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,-7,0,70,United-States,<=50K
59,Private,64608,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-26,0,40,United-States,<=50K
40,Private,264612,Some-college,10,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Male,-4,0,40,Mexico,<=50K
42,Private,117837,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Other,Male,-4,0,40,United-States,>50K
24,Private,63115,Bachelors,13,Never-married,Sales,Unmarried,White,Female,2,-1,19,United-States,<=50K
19,?,43167,Some-college,10,Never-married,?,Not-in-family,Black,Male,-12,0,18,United-States,<=50K
28,Federal-gov,46657,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,-7,1,44,United-States,>50K
