age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_binned,conditioned_on,capital-gain_binned,hours-per-week_binned,education-num_binned,capital-loss_binned
24,Local-gov,112169,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,2143,0,49,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,359659,Some-college,10,Never-married,Sales,Own-child,White,Male,9,-1,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,State-gov,271430,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,-13,-1,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,277692,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-1,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,159620,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,-17,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,?,152233,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,3719,0,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,378877,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Male,-14,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,25782,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,-9,0,50,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Self-emp-not-inc,44442,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,3,0,50,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,256171,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,-43,1,44,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,374753,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,8,0,55,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,256421,11th,6,Never-married,Other-service,Own-child,White,Female,-24,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,375726,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2950,1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,179823,10th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-6,0,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,145600,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,-4,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,94881,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,0,44,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,353331,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-11,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,235694,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,-15,0,40,Outlying-US(Guam-USVI-etc),<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,162178,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,-29,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,?,289624,Some-college,10,Never-married,?,Own-child,White,Male,-21,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,369038,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,7202,0,20,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,650536,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,-4,0,40,Peru,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,185609,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,-28,-1,11,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,301867,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,-19,-1,40,Vietnam,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,177432,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,-17,0,34,Philippines,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Local-gov,176430,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Male,-8,0,44,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,598229,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-9,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,?,93131,HS-grad,13,Married-spouse-absent,?,Unmarried,Amer-Indian-Eskimo,Male,-30,0,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,267286,5th-6th,3,Divorced,Adm-clerical,Not-in-family,White,Male,-20,0,40,Mexico,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,291472,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,2,0,29,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,81390,Masters,14,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,-34,0,40,Vietnam,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,181126,12th,8,Never-married,Tech-support,Not-in-family,White,Male,-10,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,114476,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,3052,-1,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,39140,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,1,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,83124,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,-3,-1,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,111213,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,14,-1,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,240963,Bachelors,10,Never-married,Sales,Own-child,White,Male,-7,0,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,57999,Assoc-voc,11,Never-married,Tech-support,Unmarried,White,Female,-40,2059,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,59313,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,1,-1,35,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,55988,11th,7,Never-married,Tech-support,Own-child,White,Male,-43,0,29,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,20505,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,11,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,330733,Assoc-voc,11,Never-married,Tech-support,Husband,White,Male,-10,-1,40,?,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Self-emp-not-inc,13409,Doctorate,15,Divorced,Prof-specialty,Not-in-family,White,Male,5,1,69,Dominican-Republic,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,164439,9th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-2,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,209187,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,6,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,77194,Masters,14,Never-married,Exec-managerial,Unmarried,Other,Female,10,0,30,Cuba,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,271272,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-25,0,45,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,182882,Masters,4,Married-civ-spouse,Sales,Wife,White,Female,10,0,40,England,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,102675,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,-26,-1,58,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,350627,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,20,1826,40,Philippines,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,191260,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,-2,0,36,China,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,99324,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,-26,-1,61,Ecuador,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,334924,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,-26,0,40,Puerto-Rico,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,194182,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,-1,-1,45,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,39840,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,-22,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,267329,HS-grad,9,Never-married,Sales,Unmarried,White,Female,11,0,50,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,194563,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,23,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,233346,11th,4,Never-married,Priv-house-serv,Own-child,White,Female,1,1,24,Mexico,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,195907,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,-26,0,31,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,191346,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,1,0,72,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,264931,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,-29,0,49,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,73049,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,-6,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,337477,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,-36,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,?,148631,HS-grad,9,Never-married,?,Not-in-family,White,Female,-3,0,22,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,182626,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,-20,-1,22,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,204538,Masters,14,Separated,Exec-managerial,Wife,White,Female,-13,1,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,236810,11th,8,Never-married,Adm-clerical,Own-child,White,Female,-16,0,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,162842,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,-26,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,276682,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,-44,0,35,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,State-gov,199342,HS-grad,14,Never-married,Adm-clerical,Own-child,White,Female,-32,0,11,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,83447,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,-21,0,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,State-gov,292248,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,-2,0,50,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,156021,HS-grad,9,Never-married,Sales,Own-child,White,Female,-15,-1,35,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,239962,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,7,0,56,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,103350,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Male,-23,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,171399,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,-16,-1,40,Italy,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Self-emp-not-inc,283978,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,11,0,43,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,153128,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,9,1,40,Taiwan,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,216180,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,-26,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Federal-gov,26655,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,-10,0,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,237022,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,-39,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,306385,HS-grad,9,Never-married,Tech-support,Own-child,Black,Female,-22,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,256185,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,30,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,275319,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,-1,0,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,258745,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,7,-1,64,Canada,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,105145,Bachelors,13,Never-married,?,Other-relative,Other,Male,5,0,30,Cuba,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,201117,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,13,-1,40,Mexico,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,219223,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,-1,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,196965,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,10,0,40,China,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,139173,5th-6th,13,Never-married,Sales,Not-in-family,White,Male,-5,0,37,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,202854,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,-18,0,34,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,92801,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,7445,1,40,England,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Federal-gov,188526,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,-8,0,35,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,314677,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,7,-1,22,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,213221,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,-17,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,158093,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,13,0,40,Canada,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,27451,9th,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,-14,0,40,Philippines,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Self-emp-not-inc,36470,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-21,0,66,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,128145,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,-11,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,79339,Doctorate,13,Never-married,Prof-specialty,Not-in-family,White,Female,6,1,31,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Local-gov,210131,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,413262,11th,4,Never-married,Adm-clerical,Not-in-family,White,Female,11,-2,12,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,219163,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,-9,1,14,Canada,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,216983,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,3432,0,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,209476,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,-5,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,28863,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,4,0,31,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,95053,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,-33,0,44,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,193278,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,3087,0,40,France,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,293333,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,-1,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,302653,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,-19,0,36,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,?,111383,11th,13,Married-civ-spouse,?,Husband,White,Male,2534,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Local-gov,92590,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,-10,-1,45,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,137491,Some-college,10,Never-married,Tech-support,Own-child,White,Male,-17,-1,22,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,384140,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Female,20,-1,19,Haiti,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Local-gov,248763,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,-13,0,50,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,182859,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,-27,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,321800,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,6,0,30,Philippines,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,162322,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,4,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,?,25456,12th,7,Never-married,?,Not-in-family,Black,Male,-7,-1,30,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,174811,HS-grad,10,Never-married,Adm-clerical,Own-child,White,Female,-8,0,67,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,234110,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,6,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,?,240544,Assoc-acdm,13,Never-married,?,Not-in-family,White,Female,-14,0,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,383820,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,-9,0,40,Mexico,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,160532,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,16,-1,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,50763,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,-8,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,124283,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-25,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Local-gov,32467,Assoc-voc,11,Married-civ-spouse,Tech-support,Own-child,White,Male,-48,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Local-gov,43003,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Male,-12,-1,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,356897,HS-grad,10,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,2,0,20,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,95284,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,6,-1,69,South,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,154509,Some-college,10,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,-9,0,40,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,205463,Assoc-acdm,13,Separated,Machine-op-inspct,Other-relative,White,Male,8,0,40,El-Salvador,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,160706,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,1,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,54230,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,-46,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,33535,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,-17,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,185897,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,18,0,40,Guatemala,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,353136,Bachelors,13,Never-married,Sales,Own-child,White,Male,-4,0,35,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,34003,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,-17,0,50,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,211806,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,-32,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,486131,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,-27,1,50,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,265957,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,-12,-1,36,Canada,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,189209,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-31,0,22,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,?,257332,HS-grad,9,Never-married,?,Own-child,White,Female,-3,-1,22,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Self-emp-not-inc,31162,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,-8,0,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,324897,Some-college,10,Married-AF-spouse,Adm-clerical,Wife,White,Female,7524,1746,49,?,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,114528,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,45,United-States,>50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,120505,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-30,-1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,68235,Bachelors,10,Never-married,Tech-support,Unmarried,White,Female,-5,0,40,?,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,209439,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,-8,0,57,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,138067,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,-24,0,35,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,601000,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,8,0,30,Philippines,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,382803,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-22,-1,29,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,212969,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,-6,0,17,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Local-gov,28190,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,-10,0,45,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
24,Private,333754,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,-20,1,40,United-States,<=50K,"(23.0, 24.0]","age_binned=(23.0, 24.0]",,,,
